gene,in_screen,non_growing_m63,amino_acid_biosynthesis_eco01230,wider_biosynthesis_set,in_eco01230,in_eco01240,in_eco00230,in_eco00240
rbsb,True,False,False,False,False,False,False,False
rbsc,True,False,False,False,False,False,False,False
rbsd,True,False,False,False,False,False,False,False
rbsk,True,False,False,False,False,False,False,False
rbsr,True,False,False,False,False,False,False,False
rcsa,True,False,False,False,False,False,False,False
rcsb,True,False,False,False,False,False,False,False
rcsc,True,False,False,False,False,False,False,False
rcsd,True,False,False,False,False,False,False,False
rcsf,True,False,False,False,False,False,False,False
rdgc,True,False,False,False,False,False,False,False
reca,True,False,False,False,False,False,False,False
recb,True,False,False,False,False,False,False,False
recc,True,False,False,False,False,False,False,False
recd,True,False,False,False,False,False,False,False
rece,True,False,False,False,False,False,False,False
recf,True,False,False,False,False,False,False,False
recg,True,False,False,False,False,False,False,False
recj,True,False,False,False,False,False,False,False
recn,True,False,False,False,False,False,False,False
reco,True,False,False,False,False,False,False,False
recq,True,False,False,False,False,False,False,False
recr,True,False,False,False,False,False,False,False
rect,True,False,False,False,False,False,False,False
recx,True,False,False,False,False,False,False,False
rela,True,False,False,True,False,False,True,False
relb,True,False,False,False,False,False,False,False
rele,True,False,False,False,False,False,False,False
rem,True,False,False,False,False,False,False,False
rend,True,False,False,False,False,False,False,False
rep,True,False,False,False,False,False,False,False
rfab,True,False,False,False,False,False,False,False
rfac,True,False,False,False,False,False,False,False
rfad,True,False,False,False,False,False,False,False
rfae,True,False,False,False,False,False,False,False
rfaf,True,False,False,False,False,False,False,False
rfag,True,False,False,False,False,False,False,False
rfah,True,False,False,False,False,False,False,False
rfai,True,False,False,False,False,False,False,False
rfaj,True,False,False,False,False,False,False,False
rfal,True,False,False,False,False,False,False,False
rfap,True,False,False,False,False,False,False,False
rfaq,True,False,False,False,False,False,False,False
rfas,True,False,False,False,False,False,False,False
rfay,True,False,False,False,False,False,False,False
rfaz,True,False,False,False,False,False,False,False
rfba,True,False,False,False,False,False,False,False
rfbb,True,False,False,False,False,False,False,False
rfbc,True,False,False,False,False,False,False,False
rfbd,True,False,False,False,False,False,False,False
rfbx,True,False,False,False,False,False,False,False
rfe,True,False,False,False,False,False,False,False
rffa,True,False,False,False,False,False,False,False
rffc,True,False,False,False,False,False,False,False
rffd,True,False,False,False,False,False,False,False
rffe,True,False,False,False,False,False,False,False
rffg,True,False,False,False,False,False,False,False
rffh,True,False,False,False,False,False,False,False
rffm,True,False,False,False,False,False,False,False
rfft,True,False,False,False,False,False,False,False
rhar,True,False,False,False,False,False,False,False
rhas,True,False,False,False,False,False,False,False
rhat,True,False,False,False,False,False,False,False
rhlb,True,False,False,False,False,False,False,False
rhle,True,False,False,False,False,False,False,False
rho,True,False,False,False,False,False,False,False
rhol,True,False,False,False,False,False,False,False
rhsa,True,False,False,False,False,False,False,False
rhsb,True,False,False,False,False,False,False,False
rhsc,True,False,False,False,False,False,False,False
rhsd,True,False,False,False,False,False,False,False
rhse,True,False,False,False,False,False,False,False
rhta,True,False,False,False,False,False,False,False
rhtb,True,False,False,False,False,False,False,False
rhtc,True,False,False,False,False,False,False,False
riha,True,False,False,True,False,False,False,True
rihb,True,False,False,True,False,False,False,True
rihc,True,False,False,True,False,False,False,True
rimi,True,False,False,False,False,False,False,False
rimj,True,False,False,False,False,False,False,False
rimk,True,False,False,False,False,False,False,False
riml,True,False,False,False,False,False,False,False
rimm,True,False,False,False,False,False,False,False
rlmb,True,False,False,False,False,False,False,False
rlpa,True,False,False,False,False,False,False,False
rlua,True,False,False,False,False,False,False,False
rlub,True,False,False,False,False,False,False,False
rluc,True,False,False,False,False,False,False,False
rlud,True,False,False,False,False,False,False,False
rmf,True,False,False,False,False,False,False,False
rmuc,True,False,False,False,False,False,False,False
rna,True,False,False,False,False,False,False,False
rnb,True,False,False,False,False,False,False,False
rnd,True,False,False,False,False,False,False,False
rng,True,False,False,False,False,False,False,False
rnha,True,False,False,False,False,False,False,False
rnhb,True,False,False,False,False,False,False,False
rnk,True,False,False,False,False,False,False,False
rnr,True,False,False,False,False,False,False,False
rnt,True,False,False,False,False,False,False,False
rob,True,False,False,False,False,False,False,False
rof,True,False,False,False,False,False,False,False
rpe,True,False,True,True,True,False,False,False
rph,True,False,False,False,False,False,False,False
rpia,True,False,True,True,True,False,False,False
rpib,True,False,True,True,True,False,False,False
rpir,True,False,False,False,False,False,False,False
rpla,True,False,False,False,False,False,False,False
rpli,True,False,False,False,False,False,False,False
rplk,True,False,False,False,False,False,False,False
rply,True,False,False,False,False,False,False,False
rpme,True,False,False,False,False,False,False,False
rpmf,True,False,False,False,False,False,False,False
rpmg,True,False,False,False,False,False,False,False
rpmi,True,False,False,False,False,False,False,False
rpmj,True,False,False,False,False,False,False,False
rpod,True,False,False,False,False,False,False,False
rpon,True,False,False,False,False,False,False,False
rpos,True,False,False,False,False,False,False,False
rpoz,True,False,False,False,False,False,False,False
rpsf,True,False,False,False,False,False,False,False
rpso,True,False,False,False,False,False,False,False
rpst,True,False,False,False,False,False,False,False
rpsu,True,False,False,False,False,False,False,False
rraa,True,False,False,False,False,False,False,False
rrma,True,False,False,False,False,False,False,False
rrmj,True,False,False,False,False,False,False,False
rsd,True,False,False,False,False,False,False,False
rsea,True,False,False,False,False,False,False,False
rseb,True,False,False,False,False,False,False,False
rsec,True,False,False,False,False,False,False,False
rsga,True,False,False,False,False,False,False,False
rsmb,True,False,False,False,False,False,False,False
rsmc,True,False,False,False,False,False,False,False
rspa,True,False,False,False,False,False,False,False
rspb,True,False,False,False,False,False,False,False
rssa,True,False,False,False,False,False,False,False
rssb,True,False,False,False,False,False,False,False
rsta,True,False,False,False,False,False,False,False
rstb,True,False,False,False,False,False,False,False
rsua,True,False,False,False,False,False,False,False
rsxa,True,False,False,False,False,False,False,False
rsxb,True,False,False,False,False,False,False,False
rsxc,True,False,False,False,False,False,False,False
rsxd,True,False,False,False,False,False,False,False
rsxe,True,False,False,False,False,False,False,False
rsxg,True,False,False,False,False,False,False,False
rtca,True,False,False,False,False,False,False,False
rtcb,True,False,False,False,False,False,False,False
rtcr,True,False,False,False,False,False,False,False
rtn,True,False,False,False,False,False,False,False
ruma,True,False,False,False,False,False,False,False
rumb,True,False,False,False,False,False,False,False
rusa,True,False,False,False,False,False,False,False
ruva,True,False,False,False,False,False,False,False
ruvb,True,False,False,False,False,False,False,False
